fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2020-03-31,USD,13363000000,2572000000,811000000,2125000000,68000000,279000000,10791000000,6854000000,3307000000,2053000000,110000000,1943000000,1314000000,None,1314000000,447000000,300000000,9348000000,3730000000,119000000,2023000000,1059000000,1325000000,4415000000,1641000000,2262000000,1059000000,None,2262000000,1176000000,253000000,4015000000,674000000,4856000000,1000000,122585013,ALK
2019-12-31,USD,12993000000,2037000000,221000000,1521000000,72000000,323000000,10956000000,6902000000,3486000000,2065000000,122000000,1943000000,1295000000,2000000,1300000000,516000000,278000000,8662000000,3201000000,146000000,1990000000,235000000,7000000,4197000000,1708000000,1499000000,235000000,1264000000,1506000000,1651000000,232000000,4331000000,643000000,5133000000,1000000,123000307,ALK
2019-09-30,USD,12983000000,2202000000,237000000,1619000000,63000000,377000000,9134000000,6834000000,3393000000,2066000000,123000000,1943000000,1382000000,None,1382000000,583000000,234000000,8731000000,3346000000,120000000,None,265000000,533000000,3941000000,1644000000,1709000000,265000000,1444000000,1709000000,1661000000,213000000,4252000000,621000000,4996000000,1000000,123277911,ALK
2019-06-30,USD,12951000000,2218000000,244000000,1627000000,55000000,389000000,9037000000,6744000000,3307000000,2068000000,125000000,1943000000,1383000000,None,1383000000,591000000,225000000,8978000000,3534000000,156000000,None,288000000,561000000,3906000000,1697000000,1826000000,288000000,1538000000,1826000000,1644000000,197000000,3973000000,593000000,4717000000,1000000,123338144,ALK
2019-03-31,USD,12640000000,2001000000,215000000,1436000000,58000000,358000000,8924000000,6629000000,3233000000,2070000000,127000000,1943000000,1221000000,None,1221000000,565000000,225000000,8894000000,3386000000,157000000,None,300000000,575000000,3844000000,1718000000,1964000000,300000000,1664000000,1964000000,1538000000,210000000,3746000000,581000000,4498000000,1000000,123504308,ALK
2018-12-31,USD,10912000000,1787000000,105000000,1236000000,60000000,366000000,9125000000,6781000000,3242000000,2070000000,127000000,1943000000,1131000000,7000000,1131000000,551000000,274000000,7161000000,2942000000,132000000,1874000000,486000000,5000000,2602000000,None,2103000000,486000000,1617000000,2108000000,1536000000,418000000,3751000000,568000000,4534000000,1000000,123194430,ALK
2018-09-30,USD,10893000000,2056000000,174000000,1397000000,57000000,422000000,8837000000,6495000000,3167000000,2071000000,128000000,1943000000,1223000000,None,1223000000,659000000,271000000,7102000000,2888000000,114000000,None,345000000,345000000,2530000000,None,2029000000,345000000,1684000000,2029000000,1479000000,428000000,3791000000,556000000,4550000000,1000000,123360846,ALK
2023-06-30,USD,100514000000,5836000000,699000000,5836000000,None,None,13077000000,945000000,None,3502000000,None,3502000000,63668000000,8150000000,5137000000,None,None,85142000000,None,None,None,None,None,7949000000,None,7949000000,None,None,7949000000,None,77193000000,15517000000,37131000000,48766000000,9000000,262000000,ALL
2023-03-31,USD,99631000000,7384000000,662000000,7384000000,None,None,12789000000,971000000,None,3502000000,None,3502000000,63475000000,7971000000,6722000000,None,None,82258000000,None,None,None,None,None,8452000000,None,8452000000,None,None,8452000000,None,73806000000,17494000000,36980000000,50388000000,9000000,263000000,ALL
2022-12-31,USD,97989000000,10153000000,736000000,4909000000,None,677000000,10898000000,987000000,2450000000,1177000000,1005000000,3502000000,61829000000,8114000000,4170000000,-12051000000,None,80626000000,386000000,None,None,None,None,80221000000,None,7964000000,None,None,7964000000,None,72643000000,17488000000,36857000000,50970000000,9000000,263000000,ALL
2022-09-30,USD,97676000000,4816000000,786000000,4816000000,None,None,12909000000,1008000000,None,3502000000,None,3502000000,61006000000,7907000000,4030000000,10502000000,None,80115000000,492000000,None,None,None,None,7967000000,None,7967000000,None,None,7967000000,22062000000,72148000000,17673000000,36518000000,51490000000,5744000000,266000000,ALL
2022-06-30,USD,96350000000,5150000000,766000000,5150000000,None,None,12532000000,975000000,None,3496000000,None,3496000000,61055000000,7943000000,4384000000,9735000000,None,76326000000,118000000,None,None,None,None,7970000000,None,7970000000,None,None,7970000000,21026000000,68356000000,20064000000,35858000000,52412000000,5719000000,271000000,ALL
2022-03-31,USD,97150000000,5474000000,1130000000,5474000000,None,None,12440000000,966000000,None,3497000000,None,3497000000,61768000000,7977000000,4344000000,10120000000,None,74012000000,54417000000,None,None,None,None,402000000,None,7973000000,None,None,7973000000,20276000000,65637000000,23075000000,35208000000,53688000000,9000000,276000000,ALL
2021-12-31,USD,99440000000,12203000000,763000000,4772000000,None,370000000,10691000000,939000000,2440000000,1420000000,151000000,3502000000,64701000000,8018000000,4009000000,9195000000,None,74313000000,370000000,None,None,None,None,833000000,None,7976000000,None,None,7976000000,19844000000,56208000000,25179000000,34471000000,53294000000,5701000000,281000000,ALL
2021-09-30,USD,133440000000,7274000000,690000000,7118000000,None,None,11932000000,965000000,None,3389000000,None,3389000000,61840000000,7578000000,6428000000,45318000000,None,106733000000,86513000000,None,None,None,None,711000000,None,7980000000,None,None,7980000000,52048000000,98042000000,26729000000,33604000000,52736000000,9000000,288000000,ALL
2021-06-30,USD,132643000000,6330000000,656000000,6172000000,None,None,11448000000,1026000000,None,3349000000,None,3349000000,62570000000,7073000000,5516000000,45980000000,None,104451000000,84208000000,None,None,None,None,758000000,None,7996000000,None,None,7996000000,51531000000,95697000000,28207000000,32394000000,52464000000,9000000,297000000,ALL
2021-03-31,USD,129811000000,6818000000,709000000,6729000000,None,None,10719000000,1002000000,None,3350000000,None,3350000000,60076000000,6367000000,6020000000,45035000000,None,103019000000,493000000,None,None,None,None,493000000,None,7996000000,None,None,7996000000,493000000,94530000000,26819000000,31886000000,51107000000,9000000,300000000,ALL
2020-12-31,USD,125987000000,8177000000,311000000,7118000000,None,None,9119000000,1057000000,2810000000,453000000,453000000,2369000000,59540000000,7609000000,6807000000,11584000000,None,95770000000,84000000,None,None,None,None,1355000000,None,7825000000,None,None,7825000000,1355000000,77841000000,30217000000,31331000000,52767000000,9000000,304000000,ALL
2020-09-30,USD,122750000000,4929000000,304000000,4863000000,None,None,10852000000,1076000000,None,2544000000,None,2544000000,91197000000,7232000000,4559000000,15758000000,None,95487000000,905000000,None,None,None,None,905000000,None,6635000000,None,None,6635000000,905000000,87947000000,27263000000,31338000000,50336000000,9000000,304000000,ALL
2020-06-30,USD,121266000000,5891000000,481000000,5825000000,None,None,10585000000,1100000000,None,2544000000,None,2544000000,89637000000,6941000000,5344000000,15129000000,None,94280000000,7013000000,None,None,None,None,842000000,None,6634000000,None,None,6634000000,-7013000000,86804000000,26986000000,30542000000,49380000000,9000000,313000000,ALL
2020-03-31,USD,116107000000,6009000000,280000000,5951000000,None,None,10754000000,1123000000,None,2544000000,None,2544000000,84842000000,7087000000,5671000000,69957000000,None,91934000000,85301000000,None,None,None,None,331000000,None,6633000000,None,None,6633000000,78388000000,84970000000,24173000000,30209000000,48326000000,9000000,315000000,ALL
2019-12-31,USD,119950000000,4598000000,273000000,4533000000,None,None,10187000000,1145000000,2600000000,481000000,481000000,2545000000,88362000000,8078000000,4260000000,74895000000,None,93952000000,124000000,None,None,None,-1154000000,1154000000,None,6631000000,None,None,6631000000,80409000000,77020000000,25998000000,29746000000,48074000000,9000000,319000000,ALL
2019-09-30,USD,121073000000,5841000000,587000000,5841000000,None,None,12070000000,1092000000,None,2545000000,4683000000,2545000000,89307000000,7990000000,5254000000,-9367000000,None,94933000000,88303000000,None,None,None,None,6630000000,None,6630000000,None,None,6630000000,81210000000,87224000000,26140000000,29063000000,46527000000,9000000,325000000,ALL
2019-06-30,USD,118374000000,4339000000,599000000,4339000000,None,None,11884000000,1058000000,None,2547000000,4667000000,2547000000,86491000000,7818000000,3740000000,45452000000,None,93898000000,87270000000,None,None,None,None,6628000000,None,6628000000,None,None,6628000000,80247000000,86273000000,24476000000,28500000000,45803000000,9000000,330000000,ALL
2019-03-31,USD,115834000000,4708000000,551000000,4708000000,None,None,11087000000,1047000000,None,2547000000,4670000000,2547000000,84121000000,7493000000,4157000000,44671000000,None,92416000000,85963000000,None,None,None,None,6453000000,None,6453000000,None,None,6453000000,78943000000,85146000000,23418000000,28042000000,45148000000,9000000,333000000,ALL
2018-12-31,USD,112249000000,3526000000,425000000,3452000000,None,None,9263000000,1045000000,2410000000,713000000,713000000,2530000000,81260000000,7505000000,3027000000,-9565000000,None,90937000000,124000000,None,None,None,-425000000,6451000000,None,6451000000,-1000000,None,6451000000,77331000000,76324000000,21312000000,28085000000,44033000000,9000000,332000000,ALL
2018-09-30,USD,114490000000,3531000000,460000000,3531000000,None,None,10823000000,1032000000,None,2189000000,5222000000,2189000000,83968000000,7602000000,3071000000,-8994000000,None,90857000000,84407000000,None,None,None,-1000000,6450000000,None,6450000000,-1000000,None,6450000000,77782000000,83747000000,23659000000,27011000000,46178000000,9000000,345000000,ALL
2023-06-30,USD,383044000000,168788000000,25929000000,118332000000,2231000000,38804000000,95440000000,121208000000,None,31176000000,1966000000,29210000000,214416000000,33616000000,92403000000,9421000000,6822000000,115903000000,77709000000,5313000000,4513000000,1317000000,0,38194000000,1841000000,11099000000,999000000,10100000000,-137000000,68550000000,1765000000,267141000000,None,200884000000,72248000000,12629000000,GOOGL
2023-03-31,USD,369491000000,161985000000,25924000000,115102000000,2315000000,36036000000,92466000000,117560000000,None,30962000000,1968000000,28994000000,208310000000,33733000000,89178000000,8532000000,6439000000,108597000000,68854000000,4184000000,4325000000,1371000000,0,39743000000,1836000000,11199000000,999000000,10200000000,-140000000,58330000000,2373000000,260894000000,None,196625000000,70269000000,12722000000,GOOGL
2022-12-31,USD,365264000000,164795000000,21879000000,113762000000,2670000000,40258000000,202772000000,112668000000,59042000000,31044000000,2084000000,28960000000,212885000000,32795000000,91883000000,8105000000,6623000000,109120000000,69300000000,5128000000,4507000000,298000000,0,39820000000,1844000000,15312000000,0,9900000000,15312000000,57787000000,2247000000,256144000000,None,195563000000,68184000000,12849000000,GOOGL
2022-09-30,USD,358255000000,166109000000,21984000000,116259000000,3156000000,36176000000,85083000000,108363000000,None,31026000000,2192000000,28834000000,129424000000,31719000000,94275000000,10518000000,5670000000,104629000000,65979000000,6303000000,4179000000,414000000,0,38650000000,1799000000,14653000000,None,9700000000,-146000000,53806000000,2371000000,253626000000,None,196220000000,66258000000,12971000000,GOOGL
2022-06-30,USD,355185000000,172371000000,17936000000,124997000000,1980000000,37073000000,77991000000,106223000000,None,25326000000,1377000000,23949000000,142135000000,32065000000,107061000000,8321000000,5712000000,99766000000,61354000000,4409000000,3744000000,82000000,0,38412000000,1884000000,12850000000,None,10400000000,-150000000,51376000000,2422000000,255419000000,None,196845000000,64402000000,13078000000,GOOGL
2022-03-31,USD,357096000000,177853000000,20886000000,133970000000,1369000000,35622000000,76425000000,104218000000,None,24323000000,1313000000,23010000000,147340000000,31944000000,113084000000,6892000000,5778000000,103092000000,61948000000,3436000000,3697000000,181000000,0,41144000000,1944000000,14791000000,None,11400000000,-153000000,53047000000,2242000000,254004000000,None,195221000000,62832000000,658763000,GOOGL
2021-12-31,USD,359268000000,188143000000,20945000000,139649000000,1170000000,40270000000,172625000000,97599000000,49414000000,24373000000,1417000000,22956000000,152164000000,31049000000,118704000000,8020000000,5361000000,107633000000,64254000000,6037000000,3823000000,113000000,0,43379000000,1973000000,15440000000,0,12400000000,15440000000,52740000000,2205000000,251635000000,None,191484000000,61774000000,662121000,GOOGL
2021-09-30,USD,347403000000,184110000000,23719000000,142003000000,1278000000,34800000000,70162000000,94631000000,None,24172000000,1549000000,22623000000,146960000000,27601000000,118284000000,6029000000,4276000000,102836000000,61782000000,4616000000,6978000000,249000000,0,41054000000,1447000000,12300000000,0,12300000000,-159000000,52097000000,2250000000,244567000000,None,183782000000,61193000000,664682000,GOOGL
2021-06-30,USD,335387000000,175697000000,23630000000,135863000000,907000000,32851000000,69593000000,91697000000,None,24032000000,1626000000,22406000000,140465000000,27132000000,112233000000,6076000000,4298000000,97822000000,55741000000,4708000000,6425000000,117000000,0,42081000000,1491000000,12400000000,0,12400000000,-163000000,46281000000,2270000000,237565000000,None,176939000000,60436000000,667637000,GOOGL
2021-03-31,USD,327095000000,172137000000,26622000000,135104000000,888000000,28499000000,68952000000,87606000000,None,24164000000,1823000000,22341000000,142520000000,26894000000,108482000000,7646000000,4167000000,97082000000,55453000000,4801000000,3220000000,1090000000,0,41629000000,1052000000,14000000000,1000000000,13000000000,-165000000,46074000000,2146000000,230013000000,None,170580000000,59436000000,671094000,GOOGL
2020-12-31,USD,319616000000,174296000000,26465000000,136694000000,728000000,31384000000,146720000000,84749000000,41713000000,22620000000,1445000000,21175000000,138984000000,22103000000,110229000000,5490000000,3953000000,97072000000,56834000000,5589000000,3024000000,1100000000,0,40238000000,1100000000,15319000000,999000000,14000000000,15319000000,47008000000,2269000000,222544000000,None,163401000000,58510000000,675222000,GOOGL
2020-09-30,USD,299243000000,164369000000,20129000000,132596000000,835000000,25513000000,134874000000,81636000000,None,22390000000,1520000000,20870000000,134397000000,15956000000,112467000000,5425000000,3274000000,86323000000,48200000000,4391000000,2756000000,1121000000,0,38123000000,1074000000,14899000000,999000000,13900000000,-173000000,39972000000,2194000000,212920000000,None,155567000000,57307000000,677724000,GOOGL
2020-06-30,USD,278492000000,149069000000,17742000000,121080000000,815000000,21595000000,129423000000,78748000000,None,22521000000,1697000000,20824000000,122355000000,14161000000,103338000000,5579000000,2731000000,71170000000,43658000000,4064000000,2458000000,1136000000,0,27512000000,1171000000,5297000000,997000000,2963000000,-37000000,36117000000,1992000000,207322000000,None,151681000000,55937000000,681215000,GOOGL
2020-03-31,USD,273403000000,147018000000,19644000000,117229000000,889000000,23735000000,126385000000,87966000000,None,22574000000,1840000000,20734000000,114470000000,13567000000,97585000000,5165000000,2748000000,69744000000,40189000000,4099000000,2288000000,1312000000,0,19079000000,1154000000,5512000000,1312000000,3960000000,-40000000,32840000000,2427000000,203659000000,None,151068000000,53688000000,683972000,GOOGL
2019-12-31,USD,275909000000,152578000000,18498000000,119675000000,999000000,27492000000,123331000000,73646000000,30561000000,22603000000,1979000000,20624000000,119195000000,14378000000,101177000000,4412000000,2342000000,74467000000,45221000000,5561000000,2266000000,1199000000,0,19032000000,685000000,4685000000,0,3958000000,4685000000,36553000000,2534000000,201442000000,None,152122000000,50552000000,688335000,GOOGL
2019-09-30,USD,263044000000,148358000000,16032000000,121177000000,1401000000,21081000000,114686000000,69252000000,28153000000,19816000000,1747000000,18069000000,124290000000,13688000000,105145000000,4699000000,2225000000,68075000000,39224000000,4142000000,2043000000,None,0,19185000000,126000000,3956000000,None,3956000000,-44000000,9191000000,1637000000,194969000000,None,147125000000,49040000000,690906000,GOOGL
2019-06-30,USD,257101000000,147437000000,16587000000,121056000000,964000000,21317000000,109664000000,64891000000,26539000000,19902000000,1902000000,18000000000,222621000000,13312000000,104469000000,4100000000,2461000000,64909000000,37000000000,3925000000,2104000000,None,0,18821000000,120000000,3954000000,1064000000,3954000000,-46000000,9521000000,1499000000,192192000000,None,145346000000,47937000000,694050000,GOOGL
2019-03-31,USD,245349000000,138207000000,19148000000,113488000000,1053000000,19260000000,107142000000,60528000000,24730000000,20006000000,2063000000,17943000000,204944000000,15774000000,94340000000,4406000000,2547000000,61877000000,34910000000,3710000000,None,None,0,17479000000,114000000,3952000000,1142000000,3952000000,-48000000,9388000000,1417000000,183472000000,None,138720000000,46532000000,694782000,GOOGL
2018-12-31,USD,232792000000,135676000000,16701000000,109140000000,1107000000,21193000000,97116000000,59719000000,22788000000,20108000000,2220000000,17888000000,199328000000,15159000000,92439000000,4236000000,2693000000,55164000000,34620000000,4378000000,2180000000,None,0,19280000000,None,4062000000,None,3950000000,4062000000,7754000000,3545000000,177628000000,None,134885000000,45049000000,695556000,GOOGL
2018-09-30,USD,221538000000,129702000000,13443000000,106416000000,1212000000,18067000000,91836000000,55300000000,21828000000,20343000000,2448000000,17895000000,200680000000,12673000000,92973000000,4007000000,2838000000,51698000000,31301000000,3789000000,None,None,0,19079000000,None,3948000000,None,3948000000,-52000000,7993000000,3214000000,169840000000,None,128405000000,43111000000,695957000,GOOGL
2023-06-30,USD,383044000000,168788000000,25929000000,118332000000,2231000000,38804000000,95440000000,121208000000,None,31176000000,1966000000,29210000000,214416000000,33616000000,92403000000,9421000000,6822000000,115903000000,77709000000,5313000000,4513000000,1317000000,0,38194000000,1841000000,11099000000,999000000,10100000000,-137000000,65887000000,1765000000,267141000000,None,200884000000,72248000000,12629000000,GOOG
2023-03-31,USD,369491000000,161985000000,25924000000,115102000000,2315000000,36036000000,92466000000,117560000000,None,30962000000,1968000000,28994000000,208310000000,33733000000,89178000000,8532000000,6439000000,108597000000,68854000000,4184000000,4325000000,1371000000,0,39743000000,1836000000,11199000000,999000000,10200000000,-140000000,58330000000,2373000000,260894000000,None,196625000000,70269000000,12722000000,GOOG
2022-12-31,USD,365264000000,164795000000,21879000000,113762000000,2670000000,40258000000,202772000000,112668000000,59042000000,31044000000,2084000000,28960000000,212885000000,32795000000,91883000000,8105000000,6623000000,109120000000,69300000000,5128000000,4507000000,298000000,0,39820000000,1844000000,15312000000,0,9900000000,15312000000,51006000000,2247000000,256144000000,None,195563000000,68184000000,12849000000,GOOG
2022-09-30,USD,358255000000,166109000000,21984000000,116259000000,3156000000,36176000000,85083000000,108363000000,None,31026000000,2192000000,28834000000,129424000000,31719000000,94275000000,10518000000,5670000000,104629000000,65979000000,6303000000,4179000000,414000000,0,38650000000,1799000000,14653000000,None,9700000000,-146000000,53806000000,2371000000,253626000000,None,196220000000,66258000000,12971000000,GOOG
2022-06-30,USD,355185000000,172371000000,17936000000,124997000000,1980000000,37073000000,77991000000,106223000000,None,25326000000,1377000000,23949000000,142135000000,32065000000,107061000000,8321000000,5712000000,99766000000,61354000000,4409000000,3744000000,82000000,0,38412000000,1884000000,12850000000,None,10400000000,-150000000,51376000000,2422000000,255419000000,None,196845000000,64402000000,13078000000,GOOG
2022-03-31,USD,357096000000,177853000000,20886000000,133970000000,1369000000,35622000000,76425000000,104218000000,None,24323000000,1313000000,23010000000,147340000000,31944000000,113084000000,6892000000,5778000000,103092000000,61948000000,3436000000,3697000000,181000000,0,41144000000,1944000000,14791000000,None,11400000000,-153000000,53047000000,2242000000,254004000000,None,195221000000,62832000000,658763000,GOOG
2021-12-31,USD,359268000000,188143000000,20945000000,139649000000,1170000000,40270000000,172625000000,97599000000,49414000000,24373000000,1417000000,22956000000,152164000000,31049000000,118704000000,8020000000,5361000000,107633000000,64254000000,6037000000,3823000000,113000000,0,43379000000,1973000000,15440000000,0,12400000000,15440000000,52740000000,2205000000,251635000000,None,191484000000,61774000000,662121000,GOOG
2021-09-30,USD,347403000000,184110000000,23719000000,142003000000,1278000000,34800000000,70162000000,94631000000,None,24172000000,1549000000,22623000000,146960000000,27601000000,118284000000,6029000000,4276000000,102836000000,61782000000,4616000000,6978000000,249000000,0,41054000000,1447000000,12300000000,0,12300000000,-159000000,52097000000,2250000000,244567000000,None,183782000000,61193000000,664682000,GOOG
2021-06-30,USD,335387000000,175697000000,23630000000,135863000000,907000000,32851000000,69593000000,91697000000,None,24032000000,1626000000,22406000000,140465000000,27132000000,112233000000,6076000000,4298000000,97822000000,55741000000,4708000000,6425000000,117000000,0,42081000000,1491000000,12400000000,0,12400000000,-163000000,46281000000,2270000000,237565000000,None,176939000000,60436000000,667637000,GOOG
2021-03-31,USD,327095000000,172137000000,26622000000,135104000000,888000000,28499000000,68952000000,87606000000,None,24164000000,1823000000,22341000000,142520000000,26894000000,108482000000,7646000000,4167000000,97082000000,55453000000,4801000000,3220000000,1090000000,0,41629000000,1052000000,14000000000,1000000000,13000000000,-165000000,46074000000,2146000000,230013000000,None,170580000000,59436000000,671094000,GOOG
2020-12-31,USD,319616000000,174296000000,26465000000,136694000000,728000000,31384000000,146720000000,84749000000,41713000000,22620000000,1445000000,21175000000,138984000000,22103000000,110229000000,5490000000,3953000000,97072000000,56834000000,5589000000,3024000000,1100000000,0,40238000000,1100000000,15319000000,999000000,14000000000,15319000000,47008000000,2269000000,222544000000,None,163401000000,58510000000,675222000,GOOG
2020-09-30,USD,299243000000,164369000000,20129000000,132596000000,835000000,25513000000,134874000000,81636000000,None,22390000000,1520000000,20870000000,134397000000,15956000000,112467000000,5425000000,3274000000,86323000000,48200000000,4391000000,2756000000,1121000000,0,38123000000,1074000000,14899000000,999000000,13900000000,-173000000,39972000000,2194000000,212920000000,None,155567000000,57307000000,677724000,GOOG
2020-06-30,USD,278492000000,149069000000,17742000000,121080000000,815000000,21595000000,129423000000,78748000000,None,22521000000,1697000000,20824000000,122355000000,14161000000,103338000000,5579000000,2731000000,71170000000,43658000000,4064000000,2458000000,1136000000,0,27512000000,1171000000,5297000000,997000000,2963000000,-37000000,36117000000,1992000000,207322000000,None,151681000000,55937000000,681215000,GOOG
2020-03-31,USD,273403000000,147018000000,19644000000,117229000000,889000000,23735000000,126385000000,87966000000,None,22574000000,1840000000,20734000000,114470000000,13567000000,97585000000,5165000000,2748000000,69744000000,40189000000,4099000000,2288000000,1312000000,0,19079000000,1154000000,5512000000,1312000000,3960000000,-40000000,32840000000,2427000000,203659000000,None,151068000000,53688000000,683972000,GOOG
2019-12-31,USD,275909000000,152578000000,18498000000,119675000000,999000000,27492000000,123331000000,73646000000,30561000000,22603000000,1979000000,20624000000,119195000000,14378000000,101177000000,4412000000,2342000000,74467000000,45221000000,5561000000,2266000000,1199000000,0,19032000000,685000000,4685000000,0,3958000000,4685000000,36553000000,2534000000,201442000000,None,152122000000,50552000000,688335000,GOOG
2019-09-30,USD,263044000000,148358000000,16032000000,121177000000,1401000000,21081000000,114686000000,69252000000,28153000000,19816000000,1747000000,18069000000,124290000000,13688000000,105145000000,4699000000,2225000000,68075000000,39224000000,4142000000,2043000000,None,0,19185000000,126000000,3956000000,None,3956000000,-44000000,9191000000,1637000000,194969000000,None,147125000000,49040000000,690906000,GOOG
2019-06-30,USD,257101000000,147437000000,16587000000,121056000000,964000000,21317000000,109664000000,64891000000,26539000000,19902000000,1902000000,18000000000,222621000000,13312000000,104469000000,4100000000,2461000000,64909000000,37000000000,3925000000,2104000000,None,0,18821000000,120000000,3954000000,1064000000,3954000000,-46000000,9521000000,1499000000,192192000000,None,145346000000,47937000000,694050000,GOOG
2019-03-31,USD,245349000000,138207000000,19148000000,113488000000,1053000000,19260000000,107142000000,60528000000,24730000000,20006000000,2063000000,17943000000,204944000000,15774000000,94340000000,4406000000,2547000000,61877000000,34910000000,3710000000,None,None,0,17479000000,114000000,3952000000,1142000000,3952000000,-48000000,9388000000,1417000000,183472000000,None,138720000000,46532000000,694782000,GOOG
2018-12-31,USD,232792000000,135676000000,16701000000,109140000000,1107000000,21193000000,97116000000,59719000000,22788000000,20108000000,2220000000,17888000000,199328000000,15159000000,92439000000,4236000000,2693000000,55164000000,34620000000,4378000000,2180000000,None,0,19280000000,None,4062000000,None,3950000000,4062000000,7754000000,3545000000,177628000000,None,134885000000,45049000000,695556000,GOOG
2018-09-30,USD,221538000000,129702000000,13443000000,106416000000,1212000000,18067000000,91836000000,55300000000,21828000000,20343000000,2448000000,17895000000,200680000000,12673000000,92973000000,4007000000,2838000000,51698000000,31301000000,3789000000,None,None,0,19079000000,None,3948000000,None,3948000000,-52000000,7993000000,3214000000,169840000000,None,128405000000,43111000000,695957000,GOOG
2023-06-30,USD,37151000000,4338000000,874000000,874000000,1191000000,63000000,23204000000,1626000000,2861000000,20539000000,13749000000,6790000000,9643000000,9643000000,None,438000000,1005000000,40928000000,11664000000,454000000,359000000,3121000000,2000000000,29264000000,None,25200000000,1121000000,24074000000,27200000000,16632000000,1324000000,-3827000000,38273000000,30340000000,935000000,1782000000,MO
2023-03-31,USD,36826000000,7152000000,3913000000,3913000000,1252000000,58000000,20146000000,1593000000,2820000000,17543000000,12366000000,5177000000,9559000000,9559000000,None,183000000,979000000,40652000000,9146000000,412000000,268000000,1339000000,0,28806000000,None,25387000000,1339000000,24048000000,25387000000,7395000000,809000000,-3876000000,37796000000,29898000000,935000000,1786000000,MO
2022-12-31,USD,36954000000,7220000000,4030000000,4030000000,1180000000,48000000,20180000000,1608000000,2819000000,17561000000,12384000000,5177000000,9600000000,9600000000,None,241000000,965000000,40877000000,8616000000,552000000,252000000,1556000000,0,29561000000,None,26700000000,1556000000,25124000000,26680000000,3808000000,324000000,-3973000000,37816000000,29792000000,935000000,1785534122,MO
2022-09-30,USD,33953000000,4020000000,2483000000,2483000000,1106000000,52000000,20161000000,1587000000,2822000000,17530000000,12353000000,5177000000,9814000000,9814000000,None,379000000,1002000000,38185000000,8097000000,417000000,310000000,1443000000,0,30088000000,None,26300000000,1443000000,24848000000,26300000000,6237000000,278000000,-4232000000,37442000000,28785000000,935000000,1799000000,MO
2022-06-30,USD,36746000000,4086000000,2567000000,2567000000,1144000000,43000000,20111000000,1557000000,2788000000,17549000000,12372000000,5177000000,12590000000,12590000000,None,332000000,964000000,39149000000,8311000000,396000000,303000000,2634000000,0,30838000000,None,27680000000,2634000000,25046000000,27680000000,5281000000,260000000,-2403000000,37074000000,30252000000,935000000,1809000000,MO
2022-03-31,USD,40235000000,6762000000,5353000000,5353000000,1214000000,46000000,20044000000,1547000000,2753000000,17466000000,12289000000,5177000000,13479000000,13479000000,None,149000000,981000000,41995000000,10928000000,379000000,247000000,2517000000,0,31067000000,None,27922000000,2517000000,25405000000,27922000000,8032000000,259000000,-1760000000,36569000000,30988000000,935000000,1818000000,MO
2021-12-31,USD,39523000000,6083000000,4544000000,4544000000,1194000000,47000000,20009000000,1553000000,2879000000,17483000000,12306000000,5177000000,13481000000,13481000000,13481000000,298000000,923000000,41129000000,8579000000,449000000,287000000,1105000000,0,32550000000,None,28044000000,1105000000,26939000000,28044000000,4125000000,283000000,-1606000000,36006000000,30664000000,935000000,1823175618,MO
2021-09-30,USD,39564000000,6020000000,2957000000,2957000000,1133000000,36000000,19715000000,1518000000,2900000000,17503000000,12326000000,5177000000,13874000000,13874000000,19831000000,404000000,649000000,40790000000,8112000000,266000000,260000000,1105000000,0,32678000000,None,28127000000,1105000000,27022000000,28127000000,295000000,307000000,-1267000000,35303000000,30685000000,935000000,1842000000,MO
2021-06-30,USD,44388000000,4184000000,1877000000,1877000000,1794000000,132000000,20418000000,1933000000,3170000000,17757000000,12580000000,5177000000,19831000000,19831000000,19831000000,381000000,683000000,41088000000,5783000000,260000000,339000000,0,0,35305000000,None,28241000000,0,28241000000,28241000000,5523000000,357000000,3257000000,34981000000,35065000000,935000000,1849000000,MO
2021-03-31,USD,48776000000,8029000000,5792000000,5792000000,1948000000,142000000,20662000000,1982000000,3172000000,17775000000,12598000000,5177000000,20133000000,20133000000,19831000000,147000000,857000000,45741000000,10004000000,271000000,264000000,1500000000,0,35737000000,None,29700000000,1500000000,28180000000,29700000000,8233000000,397000000,2913000000,34660000000,34507000000,935000000,1857000000,MO
